OBJECTID,quadrat,tag,StemTag,lx,ly,dbh_2018,hom,codes_2018,status_2018,status_2022,comment_2022,mortality,census_status,dbh_2023,status_2023,codes_2023,code_choices,notes_2023,DBH check,living_status,crown_position,crown_intact,crown_living,fad,fad_choices,liana_load,lean_angle,wounded_main_stem,rotting_trunk,canker_swelling_deformity,dead_with_resprout,crown_check,GlobalID,CreationDate,Creator,EditDate,Editor,species,dbh_2018_mm,numeric_tag,hom_alert,lean_direction
9546,1101,110036,3,18.1,3.7,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,c5b729a1-15d6-4050-b891-c98bf6b7b26c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9547,1101,110041,2,20,6.3,,,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,517dbcf5-0e4a-4f00-97d4-3b441279f6af,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9548,1101,110041,3,20,6.3,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9e7d9810-3458-4657-8f77-a0692abe0e4e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9549,1101,110044,2,18.8,6.4,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,c3b0baeb-5713-4b1e-9bd5-589789a5a135,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9550,1101,110048,2,13.3,6.9,1.8,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fbe9ce75-6c30-4307-a925-d619ca6abde8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
9551,1101,110051,2,12.5,9.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9e2f9f12-503f-40c8-9d4e-c94189520cb6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9552,1101,110051,3,12.5,7.4,1.8,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f0376ce9-c6be-4d9b-8477-78f3ad6b4e4a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
9553,1101,110051,4,12.5,7.4,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,821edc71-2214-44ed-b5d7-ea66673f07ed,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9554,1101,110051,5,12.5,7.4,1,1.3,F;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d2412a62-7a97-4196-af01-a7bbe0363e6f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9555,1101,110052,2,12.8,12.8,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6f990915-2c99-4c2a-8898-ba8f7714cc6e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9556,1101,110052,3,9.2,12.8,1.6,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8b830ba3-e4b5-4995-87fb-29969950cc32,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9557,1101,110052,4,9.2,12.8,1.5,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b3a28c33-e48b-4066-a094-4d148ea22fde,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9558,1101,110052,5,9.2,7.8,1.9,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,85b1543b-ffaf-4efa-8a43-c6db0cadf42e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9559,1101,110052,6,9.2,7.8,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,15712fe1-f1fc-437a-9930-103e9f0809d9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9560,1101,110055,2,15.7,7.2,,,F;DS;R,broken below,,,0,0,,,,,,,,,,,,,,,,,,,,f3dd9b4b-69ec-44cc-a94c-624d3cd9196f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9561,1101,110059,2,19.1,8.8,8,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f93b3be3-a2d1-462e-bf7f-f131be30cdbf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,80,,,
9562,1101,110060,2,17.8,9.5,,,F;DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,b2dc3823-edb9-45a8-b342-b5cc1bb615f4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9563,1101,110060,3,17.8,9.5,,,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,78c67514-ae00-4b9d-bb0e-8f7606e8ce61,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9564,1101,110060,4,17.8,9.5,2.4,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,4cca184e-adf8-4408-a076-db6e48666b86,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,24,,,
9565,1101,110060,5,17.8,9.5,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fc1c6bae-6967-49ed-a111-f98508a7caa4,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9566,1101,110060,6,17.8,9.5,1.4,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,227a52e8-5d1b-4ec9-a9e1-6c13b014f16a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9567,1101,110060,7,17.8,9.5,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,fa7720ad-174e-42d9-ba29-e3c44de7eaac,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9568,1101,110065,2,16,10.8,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,13559941-1c32-4680-b77e-c30ac3e16f0b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9569,1101,110065,3,16,10.8,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ed32454d-0b0a-4133-9bb3-8c75960af858,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9570,1101,110066,2,16.1,10.3,1.7,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,aaecb857-3967-4300-a0ca-74e34240168d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
9571,1101,110067,2,16,9.8,1.6,1.3,F;S;J,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f8553fae-788e-4380-92f8-2cfd0480556b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9572,1101,110070,2,11,9.5,1.5,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1cffb9e4-4d0f-4de5-ae34-a74d417bb4af,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9573,1101,110073,2,11.7,9.8,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d25050c6-53f6-4f84-81ff-31539e513416,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9574,1101,110073,3,11.7,9.8,1.6,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,25768ce4-bfa4-49fa-9a4b-c22eeee3b8ed,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9575,1101,110073,4,11.7,9.8,1,1.3,F;S;P,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d54bb2d6-f778-4005-ac91-3a1b35345208,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9576,1101,110075,2,10.8,10.9,2,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0a8dba1a-aba8-495e-afca-dbb0cf6546d8,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
9577,1101,110075,3,10.8,10.9,1.9,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6b7fde8d-f30f-4f9b-817a-06595699f4b3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9578,1101,110075,4,10.8,8.6,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ed5347eb-a823-4e16-9bb2-8c12c4fcbb11,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9579,1101,110076,2,11.2,9.8,1.1,1.3,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,c2b7b8a2-5dd3-4bbd-97fc-7a0770a1e1bf,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9580,1101,110077,2,11,6.1,1.6,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,cad7e076-719a-43c3-9707-38f42e020aed,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9581,1101,110081,2,9.5,7.5,1.1,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,426378a2-9db8-4a84-a8fb-3aeadc28f281,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9582,1101,110082,2,9.5,7.9,,,F;DS;R,broken below,,,0,0,,,,,,,,,,,,,,,,,,,,0c535500-0b1f-4b42-b81e-19516ced94c1,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9583,1101,110084,2,9.3,8.4,1.3,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,154d52c4-2c24-4116-8495-c7fdc1d9fb0b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9584,1101,110085,2,10,9.7,1.6,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8b61a3df-28ef-4573-a1f7-c696f5aa3c48,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,16,,,
9585,1101,110086,2,10.5,9.8,,,F;DC,stem dead,,"stem not sampled, info automatically filled from previous year info",0,0,,,,,,,,,,,,,,,,,,,,d0433ea6-8961-4484-8e27-2b2b38898bcc,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9586,1101,110087,2,9.5,10.7,1.4,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b4de9a9b-952d-4331-a197-b7b8131dcbec,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9587,1101,110090,2,10.8,11.3,1.7,1.3,F;S;J,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3a81bad3-ba82-4947-b083-7fab01b6f975,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
9588,1101,110090,3,10.8,11.3,1.3,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b9a388ec-d387-436f-b2b1-ec1b2fdf887c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9589,1101,110092,2,13.7,11.2,2.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,db8864bd-396a-48ef-b55b-31a664c5f410,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,22,,,
9590,1101,110094,2,13,10.9,,,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,cb64f14b-27d8-4aee-871f-b5ff81bc19fe,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9591,1101,110094,3,13,10.9,1.4,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,e2fd294b-f79c-4b6f-82c6-50414e0fad20,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9592,1101,110096,2,15.6,12.5,1.4,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7ed619d6-b11f-4044-a564-e57839969549,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9593,1101,110099,2,14.5,13.8,1.9,1.3,F;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,b61c6aeb-c84b-40f2-a6d1-2299c2be9224,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9594,1101,110099,3,14.5,13.8,1.9,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8b8b497c-a2f3-4de1-82a7-34f1a1ccbc59,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9595,1101,110099,4,14.5,13.8,1.9,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,6b034853-046e-45c4-bbdb-04f9e6b6d2ba,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9596,1101,110099,5,14.5,13.8,1.8,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,4ccce2d5-a87f-4d24-9d85-72f4114b6763,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
9597,1101,110099,6,14.5,13.8,1.7,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3c1985cf-e989-4e19-8cb4-f12105ed9f8f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,17,,,
9598,1101,110100,2,17.4,11.4,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,3fb2b7ba-05e7-42b5-89bf-afe8822cd5f2,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9599,1101,110100,3,17.4,11.4,1.3,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7ead288f-d482-4db9-9f48-cb903cb676bc,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9600,1101,110102,2,18.4,10.7,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,8a6b166c-20d9-4130-b480-659f5e33f60a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9601,1101,110105,2,17.5,14,,,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,8dc85b3f-1c1b-477e-a8fa-33caff984bf6,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9602,1101,110105,3,17.5,14,2.9,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,13a71be2-27e9-4ffb-9766-dfc2082e9255,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,29,,,
9603,1101,110105,4,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,eb7892be-72f1-4c6e-90cd-0542dcf75220,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9604,1101,110105,5,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,20b36bfd-0825-422a-b424-ff462602eb97,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9605,1101,110105,6,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,585a2c59-7007-4a53-a8aa-525eb6359ed0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9606,1101,110105,7,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,fca599b7-123d-4dca-aff9-b4040a7d1623,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9607,1101,110105,8,17.5,14,2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,91ea5d6a-73af-4966-bb17-ee953bc23353,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
9608,1101,110105,9,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,0a7ed856-8500-4267-a5b2-6b37c0534305,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9609,1101,110105,10,17.5,14,,,F;DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,38656314-9a99-4b0c-9541-5ee97e1e4180,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9610,1101,110105,11,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,bc41c445-714b-4581-9cf7-949197ed1d44,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9611,1101,110105,12,17.5,14,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,1e656d33-a915-488c-92b1-5e8138cd8e6f,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9612,1101,110107,2,12.1,15.9,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,6c76ad87-4a3f-4c09-aa51-2153c13d169c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9613,1101,110108,2,11.6,15.6,,,F;DS;R,broken below,,,0,0,,,,,,,,,,,,,,,,,,,,9751f59b-6afc-492f-a095-2cefe4b44312,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9614,1101,110109,2,10.8,14.9,2.3,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,78ebc95c-0d75-4b38-b0b6-7c9ef3d64266,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,23,,,
9615,1101,110109,3,10.8,14.9,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,d097d068-ad08-4c10-a72d-a40230d62418,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9616,1101,110111,2,8.2,17,1.9,1.3,F;S;J,alive,,,0,0,,,,,,,,,,,,,,,,,,,,0ac3bddd-bc7c-402d-b8d4-b9cb6026d7d0,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,19,,,
9617,1101,110111,3,9.2,13.2,1.5,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,87b236cb-0ee8-4c7d-8dd6-c7912a7d97c3,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9618,1101,110112,2,6.5,9.7,,,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,27d9b0ab-e321-4556-97ba-66354aa6b08e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9619,1101,110113,2,8.7,9.7,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7c06da03-ddaf-4246-aef7-95dbeb8b1062,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9620,1101,110114,2,10.2,9.9,1.1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,3c84a7f6-0731-4246-96c4-ab49877200cc,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
9621,1101,110115,2,7.1,12.3,1.2,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,adbf86a5-92ed-4e84-8270-ed46b20dce01,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9622,1101,110117,2,12.7,17.3,1.5,1.3,F;M;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,43f9692b-4377-4ddd-b12b-da644d7a74ae,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9623,1101,110122,2,11,17.7,1.3,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,62610655-0d44-469d-9161-be8b2a57c1f2,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9624,1101,110122,3,11,17.7,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,7eed2acd-3801-497d-91af-0c455fed2d61,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9625,1101,110125,2,13.8,18.8,,,F;DC;TR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,52e9f4b3-1b21-43a0-9bf6-b5d40973a924,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9626,1101,110129,2,11.3,19.7,1.3,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,2d7d2c34-966b-4378-87eb-c66c47f7ee95,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,13,,,
9627,1101,110130,2,10.9,19.6,2,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,f2c1223e-b353-4797-9693-7e794d4f1e3b,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,20,,,
9628,1101,110131,2,11.4,19.7,,,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,291650be-cbc6-4c2f-add0-13e3e6a7ef0a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9629,1101,110131,3,11.4,19.7,1.8,1.3,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,c2769e9b-7ab5-4c97-944a-0352356b5d00,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,18,,,
9630,1101,110131,4,11.4,19.7,1.2,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,303668b2-250f-43a1-89f2-319dff34ff08,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9631,1101,110135,2,16,17.3,,,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2fc5adea-7dd3-4e49-9fc6-f2088d2682fb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9632,1101,110138,2,19.2,18.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,711222e9-42e6-42f5-839d-4f0d4546cd51,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9633,1101,110138,3,19.2,18.1,1.5,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,830c9e2b-7c2c-4b37-a1ca-e9eb94885743,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,15,,,
9634,1101,110138,4,19.2,18.1,1,1.3,F;S;L,alive,,,0,0,,,,,,,,,,,,,,,,,,,,1e707ec2-b948-44c8-8655-1b20caf44d31,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9635,1101,110146,2,16.1,19.5,,,F;DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,4c788739-d4b2-4f0d-a802-15864dab8cd9,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9636,1101,110146,3,16.1,19.5,,,F;DC,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,ca4b5b50-7982-455a-a107-444fedfb33be,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9637,1101,110148,2,9.6,17.5,1.4,1.3,F;M,alive,,,0,0,,,,,,,,,,,,,,,,,,,,828eb6b9-0558-491c-8ea1-9ac606da7340,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9638,1101,110148,3,9.6,17.5,,,F;DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,f32e7bc6-3334-4b63-9864-5c7e7b182839,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9639,1101,110150,2,8.5,17,1.4,1.3,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,e535332a-817a-4cc1-bfae-13f75c5140fd,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9640,1101,110150,3,8.5,17,1,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ab9f02d0-a0d2-45c7-9743-035f6f2727ba,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,10,,,
9641,1101,110151,2,8.1,16.6,,,F;DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,9713c08e-97ec-4941-8676-4ab536ae99bb,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9642,1101,110155,2,7.6,18.9,,,F;DS,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,357746ef-eca3-4c96-bf74-a319eeb7cd7a,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9643,1101,110158,2,5.7,20,1.4,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,523c5339-343c-46cc-82e6-96fdb957905d,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,14,,,
9644,1101,110158,3,5.7,20,1.2,1.3,F;S,alive,,,0,0,,,,,,,,,,,,,,,,,,,,ad51762a-46d1-4d38-b951-8db8fdc88a93,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,12,,,
9645,1101,110159,2,5.2,18.1,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,2a4bb401-cc40-4bc4-9739-bb5016f7a742,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9646,1101,110162,2,1.6,20,,,F;DN,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d6783b3a-7805-4dcf-a3f7-3ea4ddf2a50c,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9647,1101,110163,2,0.8,20,,,F;DC;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,d21115e4-87c3-442e-bfc2-90e7816fb65e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,,,,
9648,1101,110165,2,0.8,15.1,1.1,1.3,F;DS;WR,stem dead,,,0,0,,,,,,,,,,,,,,,,,,,,eadf45ea-02d2-4ae1-9f26-43cd9591f62e,3/30/2023 4:12:54 PM,shuej21,4/4/2023 4:29:46 PM,shuej21,,11,,,
